CH1 ;CH2 ;CH3 ;CH4 ;CH5 ;CH6 ;CH7 ;CH8 
-4039.541368;-5095.929515;-4505.038798;-5412.407865;3302.492595;-32631.93758;-111372.5735;-160288.8298
-5962.461944;970.3115785;-5651.169199;735.9535379;-1115.329697;-30583.48961;-112598.7902;-159537.3418
-5854.90535;82.56734402;-5543.053811;-203.624392;-289.0527593;-30775.71461;-112501.8284;-159601.0443
-4045.643395;-5359.188361;-4490.040778;-5663.015623;3514.856519;-32643.00169;-111378.6085;-160287.8017
-3793.113386;-5533.151988;-4386.395739;-5845.361155;3495.00817;-32835.98665;-111250.466;-160362.9706
-5663.060327;-193.0296651;-5456.261987;-454.0309851;-138.3796499;-30934.12142;-112385.3758;-159663.6739
-6092.794966;1180.328569;-5707.808519;923.9764123;-1253.307015;-30480.82804;-112676.172;-159493.7559
-4347.883683;-4863.672538;-4634.790675;-5174.138269;3307.186461;-32400.79819;-111532.1203;-160198.2382
-3636.271195;-5788.699483;-4316.948869;-6095.03014;3582.291732;-32972.06407;-111179.9462;-160416.1454
-5319.156387;-1473.941085;-5238.064258;-1760.624559;890.0241125;-31341.41491;-112147.8214;-159814.1682
-6257.437915;1985.527812;-5826.228061;1759.261103;-1987.606524;-30276.91308;-112800.0006;-159421.8951
-4669.726452;-4145.466285;-4803.814567;-4465.364452;2918.959012;-32101.03894;-111711.8283;-160085.0043
-6148.651975;1459.390099;-5747.169941;1211.799826;-1500.360847;-30429.21787;-112714.7511;-159472.2089
-4432.842664;-4671.872219;-4679.963551;-4985.556601;3211.96803;-32337.16277;-111577.4049;-160170.2985
-3590.025436;-5831.994812;-4300.56504;-6136.939661;3592.998218;-33017.92985;-111161.2825;-160429.8246
-5208.202327;-1856.357081;-5169.399699;-2151.69068;1192.331456;-31487.28239;-112071.2667;-159865.1749
-6283.924733;2146.281558;-5844.958823;1927.301517;-2135.083334;-30256.79651;-112816.9656;-159410.6521
-4760.407479;-3882.632122;-4855.581207;-4206.352437;2762.005062;-32022.20434;-111764.2208;-160051.0296
-3534.906034;-5897.19485;-4271.843049;-6196.663522;3600.307238;-33051.54688;-111134.7063;-160437.603
-4830.882529;-3067.978092;-4937.88033;-3383.092986;2081.148574;-31888.07152;-111823.0282;-160007.4437
-6316.021838;2371.028348;-5873.680815;2171.382567;-2359.606607;-30206.23686;-112843.3407;-159392.3237
-5101.808024;-2859.257502;-5057.17159;-3188.319884;2080.589781;-31677.33928;-111978.4623;-159925.3905
-3580.883572;-5879.313455;-4295.982933;-6176.032862;3615.081741;-33028.85986;-111162.5118;-160431.9928
-4474.059281;-4089.229296;-4733.51833;-4408.903946;2748.839885;-32259.334;-111605.5905;-160144.527
-6237.902491;2103.634429;-5827.368;1898.020732;-2105.489624;-30289.72063;-112789.1824;-159422.6103
-5431.898586;-1652.151543;-5261.086555;-1971.066233;1162.40247;-31305.85328;-112196.0565;-159786.6085
-3714.479949;-5751.595587;-4346.609634;-6049.633747;3610.231413;-32924.76778;-111218.6371;-160387.9822
-5453.803295;-944.6070724;-5320.206919;-1221.880462;476.4274331;-31208.77966;-112231.7522;-159755.0031
-6190.963827;1705.79573;-5774.662587;1465.916808;-1721.352544;-30381.09456;-112741.4391;-159447.689
-4518.963935;-4456.781382;-4722.230699;-4773.416194;3096.52127;-32263.89375;-111619.4039;-160134.8263
-3552.40745;-5855.55355;-4280.82845;-6159.067888;3591.545354;-33049.28935;-111138.372;-160432.3727
-5087.637018;-2224.870291;-5091.839146;-2527.378801;1472.622332;-31620.72231;-111984.8996;-159904.5139
-6299.347436;2266.690405;-5856.134696;2055.622882;-2247.490257;-30245.30771;-112824.9899;-159400.9738
-4855.134172;-3596.48509;-4909.806539;-3923.535815;2584.353397;-31940.77694;-111818.8708;-160016.1162
-3528.692249;-5898.379493;-4273.13945;-6196.708226;3602.90004;-33071.50699;-111133.5663;-160441.8052
-4719.0344;-3393.263029;-4872.702643;-3712.535347;2307.907022;-32022.94195;-111750.4745;-160053.2872
-6298.207497;2343.938034;-5860.515637;2142.504113;-2328.314165;-30233.19307;-112826.4875;-159395.7212
-5193.919563;-2505.675257;-5110.256983;-2834.692935;1824.528196;-31582.21025;-112032.8888;-159882.4528
-3596.686256;-5843.774181;-4298.151052;-6140.940623;3608.376218;-33018.01926;-111162.9589;-160417.9335
-4364.491029;-4338.071267;-4670.866391;-4657.343585;2893.880355;-32372.38912;-111536.68;-160178.5463
-6187.633418;1925.692192;-5792.879259;1714.557614;-1945.764058;-30356.44059;-112748.2117;-159440.0447
-5520.567956;-1280.062053;-5317.010619;-1594.126415;863.4255366;-31215.28402;-112252.9417;-159747.6718
-5345.173817;-1330.644051;-5252.257616;-1615.964069;787.2284397;-31352.52373;-112154.3929;-159804.4228
-6233.655659;1919.925442;-5807.318486;1690.216564;-1912.504663;-30351.00911;-112770.9881;-159435.6638
-4616.819872;-4229.642955;-4779.8982;-4549.071735;2975.263056;-32198.00081;-111677.0043;-160110.7758
-3527.976993;-5882.085071;-4278.101537;-6183.744214;3601.87186;-33088.27079;-111133.3875;-160447.1696
-4976.593551;-2584.286342;-5025.476816;-2894.148576;1748.375803;-31765.62867;-111910.133;-159955.8112
-6309.38337;2345.055621;-5865.321263;2139.978366;-2315.193691;-30249.39808;-112829.572;-159399.4316
-4955.024118;-3294.244801;-4969.038662;-3623.530701;2390.116738;-31860.26595;-111878.0806;-159983.7732
-3533.386115;-5892.389225;-4277.587447;-6189.421557;3606.47632;-33085.32036;-111135.4215;-160443.6827
-4610.807253;-3697.336161;-4811.056532;-4017.211976;2509.519757;-32154.34786;-111680.8264;-160098.3483
-6278.962645;2275.20642;-5851.485533;2074.286589;-2256.542713;-30279.66234;-112810.2154;-159411.4345
-5293.69775;-2153.277654;-5173.780641;-2478.584943;1563.526876;-31497.74301;-112096.1442;-159849.931
-3631.040887;-5813.375808;-4316.993572;-6110.542251;3613.584174;-33014.97942;-111179.5662;-160415.2513
-4269.496115;-4570.931741;-4623.301878;-4889.555858;3031.656507;-32489.75813;-111482.5218;-160221.2382
-6137.587862;1715.585794;-5762.547942;1500.204384;-1751.303882;-30441.35486;-112709.2973;-159469.6831
-5613.931193;-905.7597406;-5379.327283;-1211.375142;559.4194602;-31132.51551;-112314.5431;-159715.7982
-6311.730303;2379.186735;-5869.143411;2178.535125;-2350.129467;-30265.42428;-112828.6779;-159402.6502
-5053.014166;-2973.094937;-5026.259127;-3302.738464;2169.885;-31774.74818;-111935.3458;-159947.7646
-3548.808819;-5876.631245;-4282.326017;-6172.970673;3606.744541;-33091.06476;-111137.9026;-160440.6652
-4504.971743;-3981.51624;-4750.706822;-4300.810909;2686.523221;-32279.94231;-111613.5253;-160140.5931
-6247.200817;2159.357328;-5831.883053;1955.978806;-2150.684851;-30333.53005;-112784.2203;-159427.416
-5388.491498;-1789.033626;-5232.923357;-2108.395351;1276.441071;-31407.82194;-112155.5775;-159812.5365
-3672.503373;-5768.068822;-4334.338526;-6065.637596;3610.566689;-33001.41191;-111195.3466;-160405.6177
-4173.160097;-4775.472555;-4574.463317;-5093.761396;3141.738849;-32598.65583;-111428.1847;-160258.6103
-6077.752242;1476.511535;-5723.924127;1254.446954;-1541.063373;-30534.31577;-112663.2303;-159500.8191
-5699.828947;-536.6430326;-5436.190121;-834.9270624;248.3055292;-31048.45059;-112372.0765;-159681.5776
-3890.812861;-5534.694259;-4426.293603;-5835.012297;3570.110031;-32848.28011;-111294.3424;-160348.7772
-3895.41732;-5327.828864;-4438.721173;-5642.049687;3411.658515;-32844.45797;-111287.3463;-160350.7442
-5820.327201;440.575235;-5557.604797;193.8790314;-658.8176678;-30846.6814;-112479.7672;-159616.4223
-5970.553275;648.8040863;-5620.81553;377.6103708;-776.7678233;-30723.85856;-112568.146;-159564.5216
-4170.321425;-5136.699097;-4551.016337;-5442.850941;3430.478684;-32633.97159;-111427.0447;-160267.618
-3976.218876;-5441.845112;-4461.631711;-5743.995994;3542.371517;-32817.79233;-111328.5183;-160335.3438
-3833.52534;-5451.948101;-4408.389855;-5764.984282;3463.156934;-32925.81832;-111252.8799;-160379.2203
-5732.41779;87.84235571;-5501.032531;-165.6487782;-376.984522;-30976.23211;-112414.0754;-159661.5952
-6042.280023;959.9627209;-5672.58217;698.2237933;-1063.361891;-30667.9792;-112619.0856;-159544.5167
-4262.343557;-4988.059996;-4594.401073;-5296.558773;3362.328215;-32586.40708;-111469.7366;-160247.3897
-3646.776515;-5739.995031;-4323.922613;-6047.108;3565.907903;-33072.84809;-111167.2057;-160433.2445
-5394.906449;-1175.277075;-5284.377072;-1455.635006;649.6087491;-31371.25449;-112178.7563;-159805.6969
-6220.401075;1837.603967;-5797.416663;1605.034066;-1857.340557;-30437.57742;-112750.6703;-159459.5354
-4580.27477;-4323.207357;-4755.646557;-4640.289204;3018.088999;-32297.19785;-111641.3756;-160136.9497
-3546.931272;-5873.479649;-4278.727386;-6174.870571;3596.328628;-33146.6759;-111123.4186;-160458.9713
-5025.566223;-2445.884341;-5054.154104;-2750.426859;1623.429552;-31782.61599;-111930.8531;-159954.5595
-6306.857622;2311.706819;-5858.928664;2102.74036;-2314.54549;-30317.66031;-112815.8033;-159414.8319
-4915.819158;-3422.812035;-4942.462437;-3750.108629;2459.630663;-31964.6039;-111840.6638;-160012.3164
-3544.360822;-5894.736158;-4273.832354;-6191.030883;3601.961267;-33152.17443;-111121.8317;-160459.2172
-4660.673995;-3580.838869;-4837.900977;-3898.166585;2420.850387;-32176.58784;-111699.669;-160099.4435
-6100.215745;1243.069916;-5710.535432;989.9587619;-1324.251452;-30610.51287;-112657.4859;-159518.9687
-4354.835076;-4817.940869;-4636.77998;-5127.713695;3279.11267;-32527.53258;-111512.0931;-160220.8805
-3610.097302;-5788.453613;-4302.241421;-6093.599629;3575.228581;-33118.78093;-111142.887;-160444.2415
-5284.824107;-1549.087649;-5213.007952;-1835.949938;936.1804648;-31508.67301;-112099.2288;-159850.1098
-6254.733354;2021.178844;-5820.751884;1797.013199;-2035.662775;-30409.90596;-112772.888;-159445.7667
-4676.901362;-4087.329398;-4807.368494;-4406.91464;2879.105852;-32226.05225;-111693.8128;-160107.5348
-3535.576586;-5886.018978;-4270.099612;-6185.800575;3595.680427;-33173.87798;-111112.4439;-160463.9334
-4913.941612;-2789.743577;-4985.131918;-3099.002313;1874.082014;-31918.53695;-111854.0301;-159999.1289
-6313.071407;2362.780555;-5867.399975;2162.441869;-2368.413194;-30329.68555;-112818.7538;-159417.3577
-5014.680924;-3112.972154;-5000.576973;-3440.246396;2248.093754;-31882.48359;-111899.1136;-159978.9453
-3558.598883;-5881.794498;-4278.101537;-6177.575133;3602.497709;-33160.24341;-111123.7316;-160457.4514
-4554.525561;-3865.086003;-4775.941941;-4183.352492;2602.167738;-32301.02;-111630.6691;-160140.4143
-6262.467058;2209.872271;-5840.868454;2009.153606;-2223.685649;-30383.82147;-112784.7568;-159437.9883
-5350.247663;-1949.63091;-5207.59883;-2270.132574;1384.467052;-31521.03353;-112119.2783;-159846.757
-3670.178791;-5791.895782;-4328.571776;-6088.458727;3612.220718;-33084.58276;-111179.1192;-160430.227
-5180.039129;-1920.707753;-5148.14319;-2214.946117;1232.050506;-31651.83594;-112025.468;-159900.6471
-6283.231829;2173.684797;-5842.0978;1958.281035;-2172.410747;-30396.07023;-112790.747;-159438.6142
-4773.036214;-3827.75859;-4863.203152;-4150.27191;2725.214091;-32152.71618;-111748.9099;-160077.6506
-3524.60188;-5897.597182;-4272.200676;-6195.791804;3602.609468;-33202.89054;-111111.5946;-160473.9693
-4809.402503;-3125.533834;-4925.251594;-3439.084105;2119.437113;-32059.30824;-111785.8796;-160050.4932
-6310.590364;2372.548267;-5868.539914;2175.227067;-2368.457898;-30354.42893;-112814.194;-159424.8008
-5113.6768;-2789.631818;-5062.603064;-3116.883709;2026.386801;-31803.42547;-111960.8044;-159948.8822
-3569.394776;-5871.289178;-4292.674874;-6167.15922;3612.466587;-33172.91685;-111135.8909;-160462.7041
-4451.282853;-4135.050372;-4722.253051;-4452.758068;2773.426804;-32428.98374;-111570.163;-160187.1294
-6231.48754;2077.952275;-5823.747018;1874.439642;-2092.279743;-30451.03317;-112760.818;-159463.0223
-5449.712926;-1583.598743;-5273.290607;-1899.942982;1102.097464;-31439.22614;-112184.9253;-159816.9175
-3710.14371;-5744.666546;-4351.214093;-6042.123561;3611.9972;-33072.69163;-111199.6381;-160423.7673
-4127.428428;-4890.047597;-4552.044517;-5206.972981;3199.227536;-32735.64967;-111391.1031;-160300.7433
-6045.476323;1318.663516;-5704.299295;1094.341409;-1419.760456;-30672.27074;-112627.244;-159544.0474
-5753.182561;-333.689193;-5472.757575;-626.6535075;66.80936418;-31083.00639;-112396.8422;-159686.2715
-6012.216927;830.1437891;-5650.789219;564.8509341;-934.7723049;-30768.94203;-112585.7592;-159573.0599
-4213.840272;-5056.724555;-4575.558552;-5364.217504;3397.308695;-32685.47001;-111438.8688;-160276.3576
-3651.626843;-5714.111711;-4333.220939;-6021.872881;3561.63872;-33125.10647;-111165.887;-160445.3144
-5437.97826;-1011.483492;-5312.093236;-1287.616943;528.8646256;-31385.96194;-112198.1129;-159803.3052
-6203.145528;1747.548788;-5785.659645;1511.402608;-1761.339815;-30528.81724;-112727.648;-159486.2457
-4535.258357;-4423.477283;-4737.139313;-4739.687412;3081.322084;-32407.14609;-111610.3067;-160172.3996
-3539.376383;-5867.042347;-4284.427081;-6169.282635;3599.837852;-33210.6913;-111117.8084;-160476.4951
-5072.214314;-2287.298714;-5084.440718;-2589.561354;1522.95846;-31799.17864;-111952.2884;-159954.1348
-6303.348399;2287.455176;-5859.889789;2080.098042;-2266.600998;-30395.48908;-112803.6216;-159437.8319
-4870.109841;-3545.389002;-4920.110693;-3870.852753;2552.211589;-32076.18381;-111805.1468;-160046.8946
-3517.359914;-5897.820699;-4272.334787;-6194.920086;3604.3082;-33222.15774;-111108.4877;-160477.3445
-4701.175356;-3444.113248;-4863.672538;-3760.032804;2342.775743;-32195.47507;-111716.0304;-160098.4153
-6299.39214;2341.255825;-5864.717765;2145.275729;-2325.497845;-30392.76217;-112804.1357;-159437.9883
-5214.170243;-2446.823114;-5125.478521;-2773.091528;1782.529269;-31720.23227;-112023.5681;-159916.7851
-3597.580325;-5847.641033;-4307.158805;-6143.645184;3617.182805;-33174.1462;-111147.6479;-160460.6477
-3529.809836;-5886.68953;-4278.548572;-6187.387548;3602.654171;-33242.98957;-111108.1748;-160484.8546
-4962.73547;-2641.126828;-5018.100741;-2950.45262;1781.00935;-31939.41348;-111876.9407;-160001.9675
-6312.959649;2354.331595;-5868.025824;2151.288349;-2337.47838;-30401.63581;-112808.1143;-159437.3848
-4974.40308;-3247.373193;-4980.952141;-3575.206229;2354.085726;-31998.10916;-111866.0106;-160016.675
-3541.544502;-5894.087958;-4281.521354;-6190.114461;3609.404398;-33238.09454;-111114.3438;-160481.9042
-4598.066759;-3746.957034;-4804.418064;-4064.530619;2534.777228;-32326.09866;-111648.4611;-160143.6776
-6276.638064;2259.180219;-5851.172608;2061.188467;-2255.782754;-30438.62795;-112784.5109;-159451.7794
-5312.853195;-2101.265144;-5186.789356;-2423.063209;1514.800073;-31636.12266;-112084.6331;-159883.4139
-3643.647271;-5812.705256;-4323.989668;-6108.86587;3617.11575;-33166.5466;-111161.1931;-160453.9198
-4258.387298;-4607.655657;-4618.809178;-4925.408056;3050.633138;-32659.7208;-111452.0563;-160266.4557
-6131.664649;1682.48286;-5759.373994;1466.609712;-1727.365163;-30607.33892;-112680.7988;-159513.269
-5628.035143;-849.0757166;-5388.491498;-1151.718337;507.0940265;-31269.21877;-112299.3439;-159747.0459
-3833.972375;-5609.192623;-4401.14789;-5908.013094;3588.192593;-33024.63538;-111244.5204;-160397.4146
-3959.388013;-5212.180938;-4467.420813;-5525.820616;3357.880218;-32920.02921;-111294.186;-160360.5566
-5075.611779;-2931.073657;-5038.887863;-3257.498533;2128.802494;-31913.19488;-111922.6947;-159980.9793
-3575.876781;-5879.671082;-4289.523278;-6174.535295;3610.410227;-33244.62125;-111118.9259;-160480.4513
-4499.853194;-4024.275127;-4746.728211;-4338.071267;2704.538727;-32448.38505;-111582.9035;-160185.3189
-6248.161942;2137.653784;-5833.045344;1940.980785;-2152.763564;-30492.18273;-112758.8958;-159468.8561
-5411.849071;-1743.123143;-5247.608453;-2054.170019;1223.936823;-31548.43677;-112144.7593;-159848.4781
-3714.390542;-5765.766593;-4344.419163;-6058.350928;3613.360657;-33150.78862;-111179.1192;-160444.9791
-4178.077481;-4809.11193;-4572.406956;-5121.87989;3156.200428;-32763.45524;-111399.0604;-160302.2632
-6072.253713;1431.584529;-5720.258441;1212.425674;-1517.102303;-30700.70215;-112632.2508;-159544.2038
-5719.632592;-490.2184594;-5449.690574;-784.9932653;197.5223658;-31191.01002;-112359.4031;-159717.4969
-3919.713666;-5527.161721;-4434.116713;-5826.697448;3567.092546;-32996.58394;-111274.8294;-160384.8082
-3896.914887;-5349.264187;-4434.96608;-5661.696871;3418.229928;-33005.52464;-111255.7633;-160390.3962
-5808.972515;386.5957721;-5548.798209;141.8441703;-622.3172691;-31013.42541;-112443.2668;-159657.6389
-5983.986674;687.1596798;-5629.733876;419.0952085;-814.3411057;-30867.13324;-112550.5552;-159599.1221
-4193.008446;-5124.070361;-4561.588712;-5429.417542;3426.812998;-32781.87308;-111410.4374;-160304.7219
-3689.982437;-5686.261438;-4343.592148;-5994.246125;3552.250988;-33174.8838;-111162.4224;-160455.0598
-5480.468926;-852.4061265;-5336.926024;-1125.49974;402.8454903;-31395.17085;-112211.8815;-159795.6162
-5803.339875;-130.2436149;-5507.738055;-418.5364149;-99.01822794;-31115.28231;-112416.1318;-159688.3502
-3993.675589;-5430.177501;-4470.393595;-5731.635479;3542.684441;-32964.15156;-111309.0946;-160371.4195
-3833.078305;-5471.304711;-4409.753312;-5782.552753;3474.37751;-33089.29897;-111225.6108;-160422.5827
-5727.16513;41.75305864;-5499.490261;-209.5029008;-332.549254;-31148.02762;-112384.1464;-159708.9138
-6053.455896;1002.341628;-5680.584095;743.2625584;-1091.815661;-30809.80102;-112599.6843;-159578.2455
-4282.281313;-4967.451688;-4603.095901;-5275.391671;3356.852038;-32728.58652;-111450.6929;-160280.9173
-3651.403326;-5751.416773;-4326.001325;-6057.680375;3572.345206;-33231.65723;-111141.0989;-160474.0811
-5383.350597;-1226.350811;-5277.157459;-1505.65821;693.8204996;-31539.9431;-112143.1723;-159848.7687
-6229.855863;1865.096613;-5804.301;1635.45479;-1876.607761;-30584.47308;-112730.5538;-159495.9464
-4602.984143;-4296.34056;-4767.09065;-4612.260117;3005.840243;-32440.49489;-111625.1259;-160172.3772
-3560.47643;-5878.911123;-4281.163726;-6179.452679;3599.100244;-33302.17699;-111097.6471;-160497.8634
-5018.145444;-2491.884231;-5051.382488;-2796.404397;1662.768622;-31954.09858;-111899.27;-160000.917
-6316.133596;2324.067333;-5871.155068;2122.052267;-2321.541586;-30475.35187;-112797.6537;-159458.5296
-4940.18256;-3389.932619;-4958.823914;-3714.681115;2441.369288;-32110.82901;-111829.0632;-160051.3202
-3562.6669;-5900.502908;-4281.208429;-6195.925915;3607.929183;-33308.54724;-111100.6199;-160500.4115
-3777.981255;-5568.646558;-4379.131422;-5878.285274;3509.581507;-33157.85177;-111190.8986;-160443.3698
-5631.052629;-315.3384108;-5435.966603;-575.2444953;-40.43430572;-31278.40534;-112311.3468;-159752.008
-6115.571393;1282.319579;-5724.304107;1033.164684;-1348.838371;-30759.5543;-112642.1079;-159558.7101
-4381.321893;-4802.428758;-4651.979167;-5111.665143;3277.235124;-32677.37868;-111498.615;-160261.3819
-3624.201253;-5806.133843;-4311.182119;-6110.318733;3586.695026;-33284.58617;-111122.4128;-160491.6943
-5282.052491;-1602.843595;-5214.416112;-1888.990627;985.5554683;-31685.60942;-112070.6409;-159901.2282
-6268.636139;2043.128257;-5834.297041;1822.695353;-2048.962062;-30566.7258;-112756.9288;-159489.822
-4702.89644;-4063.569494;-4822.254756;-4382.081852;2867.974683;-32373.84199;-111679.6195;-160146.4492
-3559.090621;-5897.686588;-4279.397938;-6196.082377;3603.771759;-33335.19051;-111092.2156;-160508.5922
-4912.041713;-2843.074839;-4986.048339;-3151.528913;1915.857424;-32093.19348;-111824.9728;-160048.4815
-6320.53689;2364.412232;-5874.507829;2166.465183;-2366.736813;-30486.70655;-112796.4467;-159459.066
-5038.373773;-3080.785642;-5015.932621;-3405.668247;2227.083114;-32028.1052;-111886.2166;-160017.3903
-3586.717378;-5891.495155;-4289.858555;-6186.00174;3611.572517;-33319.90192;-111106.7666;-160502.8478
-4553.095049;-3908.403684;-4776.456031;-4224.010315;2628.5875;-32472.94962;-111601.5448;-160188.3811
-6267.429145;2194.315457;-5846.769315;1996.748387;-2212.018038;-30545.24577;-112761.2651;-159481.8648
-3592.327665;-5838.298003;-4291.512584;-6140.404182;3588.304351;-33320.39366;-111099.927;-160498.0198
-5170.427879;-1973.413166;-5142.287033;-2267.606827;1266.159268;-31820.07752;-111989.817;-159943.8307
-6289.602076;2182.759605;-5847.417515;1970.216867;-2190.560364;-30545.33518;-112766.8754;-159475.1369
-4794.24802;-3799.70715;-4870.690986;-4119.940593;2700.560117;-32292.16871;-111727.9439;-160109.323
-3552.943892;-5898.200679;-4271.619531;-6194.96479;3598.943782;-33352.69193;-111082.1797;-160508.4357
-4800.953543;-3167.711576;-4917.629649;-3479.987798;2143.264072;-32223.37004;-111748.8875;-160090.5922
-6313.406684;2365.351005;-5870.439812;2169.37091;-2370.111927;-30508.03012;-112787.1484;-159462.5753
-5133.771018;-2754.874856;-5071.923741;-3079.153964;1991.428672;-31942.02863;-111941.716;-159980.644
-3607.5045;-5868.919893;-4293.77011;-6163.292368;3608.331514;-33319.92427;-111107.8842;-160495.9858
-4451.729888;-4172.981283;-4717.089798;-4488.699673;2787.955438;-32592.01736;-111535.2272;-160227.4967
-6230.057029;2046.548074;-5822.204747;1843.527179;-2079.360435;-30609.12706;-112729.6821;-159501.9367
-5466.432031;-1551.591045;-5282.29836;-1863.889618;1062.06549;-31579.14806;-112165.0993;-159849.2604
-3749.438077;-5742.02904;-4356.265587;-6038.033192;3609.091474;-33221.04016;-111175.3641;-160459.1278
-4135.542111;-4917.741408;-4550.435191;-5231.895176;3208.302344;-32898.50448;-111359.319;-160342.027
-6041.318898;1277.916286;-5701.862955;1056.43285;-1395.844089;-30835.99726;-112594.6105;-159585.5993
-5770.3487;-302.0167711;-4930.481902;-3845.371764;2528.451685;-32219.25732;-111787.1984;-160081.6292
-3549.144095;-5902.156937;-4276.648674;-6197.825813;3605.246974;-33376.18361;-111084.0572;-160516.2365
-4694.805109;-3487.140356;-4857.279939;-3801.539993;2362.825258;-32359.44746;-111680.1782;-160138.8943
-6297.916925;2323.575595;-5862.169667;2127.930776;-2320.625165;-30544.9999;-112772.4633;-159473.1029
-5228.564766;-2416.5365;-5131.602899;-2739.005117;1750.25335;-31858.9025;-112000.6576;-159947.1164
-3623.664811;-5843.50596;-4307.114101;-6138.258414;3612.667753;-33320.2819;-111118.2554;-160492.8566
-4347.906035;-4413.173129;-4662.596245;-4729.383258;2935.812227;-32708.33584;-111473.8269;-160266.724
-6181.576095;1868.65054;-5791.672265;1660.68991;-1902.714599;-30682.28432;-112691.5053;-159524.7802
-5553.492076;-1178.383968;-5339.585881;-1483.820556;772.2080674;-31493.1162;-112222.208;-159813.5647
-3786.63138;-5677.276036;-4377.879724;-5974.107203;3600.4637;-33198.28608;-111194.9442;-160445.672
-4038.02145;-5079.568038;-4503.697694;-5393.76651;3294.893002;-32990.32545;-111307.2841;-160370.4137
-5964.183028;999.1453289;-5651.526827;769.3693959;-1132.518188;-30940.69283;-112535.5348;-159618.9928
-5844.91412;64.08245135;-5535.320107;-217.6836393;-266.2316282;-31146.75357;-112429.8781;-159687.5903
-4029.550139;-5366.027995;-4485.257505;-5667.262455;3518.186929;-33013.88419;-111309.3852;-160375.4652
-3790.945267;-5525.194767;-4389.1003;-5834.855835;3494.404673;-33199.98481;-111188.7751;-160449.2483
-5670.391699;-157.9374263;-5460.844095;-413.373162;-158.9209031;-31292.15166;-112326.099;-159747.3812
-4951.224321;-2682.745777;-5009.38356;-2989.098786;1811.474778;-32101.97772;-111838.3168;-160040.5467
-6315.418341;2355.6727;-5868.785783;2155.356366;-2336.226682;-30551.61602;-112779.1241;-159472.2983
-4989.26699;-3213.666763;-4986.741243;-3538.437609;2330.079952;-32135.7065;-111842.4743;-160046.2911
-3559.090621;-5892.568039;-4280.96256;-6186.962865;3606.99041;-33386.55482;-111084.7278;-160515.6777
